100,150,225,337,505,757,1135,1702,2553,3829,5743,8614,12921,19381,
-1.3408203125000000,-1.3359375000000000,-1.3352050781250000,-1.3339843750000000,-1.3337097167968750,-1.3334960937500000,-1.3333835601806641,-1.3333721160888672,-1.3333435058593750,-1.3333404660224915,-1.3333358764648438,-1.3333344385027885,-1.3333339691162109,-1.3333334922790527,
4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,
0.0230022112463221,0.0123922674155752,0.0156372277137485,0.0149900813657597,0.0150288568085774,0.0156177464256555,0.0155823701690033,0.0157047734468962,0.0157151102515288,0.0157045459804383,0.0157063095059178,0.0157067656771139,0.0157069682745017,0.0157069136878915,
0.0000071834361472,0.0000023612641367,0.0000004997328895,0.0000000691848250,0.0000000262763111,0.0000000033632658,0.0000000008882263,0.0000000001567887,0.0000000000287174,0.0000000000074859,0.0000000000011008,0.0000000000002991,0.0000000000000438,0.0000000000000086,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0011000351513349,0.0008522034339658,0.0001266292465190,0.0000774032601029,0.0000722834791316,0.0000005231525432,0.0000005069803144,0.0000000068333870,0.0000000025605183,0.0000000005528811,0.0000000001216849,0.0000000000284280,0.0000000000080722,0.0000000000020479,
-1.3437500000000000,-1.3359375000000000,-1.3359375000000000,-1.3339843750000000,-1.3339843750000000,-1.3334960937500000,-1.3334960937500000,-1.3333740234375000,-1.3333740234375000,-1.3333435058593750,-1.3333435058593750,-1.3333358764648438,-1.3333358764648438,-1.3333339691162109,
4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,
0.0000137005991971,0.0230022112463222,0.0230022112463222,0.0123947790211726,0.0123947790211726,0.0162346396215754,0.0162346396215754,0.0156322347112165,0.0156322347112165,0.0157068378677914,0.0157068378677914,0.0157069297604529,0.0157069297604529,0.0157069582218542,
0.0000323245098270,0.0000020247633833,0.0000020507076694,0.0000001263591168,0.0000001268375829,0.0000000080281162,0.0000000079431533,0.0000000004930675,0.0000000004978790,0.0000000000311400,0.0000000000309832,0.0000000000019452,0.0000000000019392,0.0000000000001220,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0020627586876480,0.0012789353869496,0.0011273673815119,0.0007965773685428,0.0007915675322120,0.0002722651692898,0.0002691506143020,0.0001347525008166,0.0001181152096356,0.0000158055441043,0.0000159481743641,0.0000018346636929,0.0000020033349799,0.0000002139230273,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
0.1114874630276914,0.1111370414943420,0.1122703119483137,0.1111555304039407,0.1119149522124806,0.1123063931446565,0.1120944463192962,0.1120750646220887,0.1118436535155121,0.1118088010793709,0.1117872278199415,0.1111786986473240,0.1116195238653484,0.1121746137333689,
0.0025524168839817,0.0002444564886055,0.0002463114468356,0.0000228059856122,0.0000228349794934,0.0000020123848779,0.0000020264114944,0.0000001687997696,0.0000001687169538,0.0000000138227853,0.0000000139144254,0.0000000010899091,0.0000000011051329,0.0000000000844157,
4.8410264363417745,0.8413753152076560,0.9117842132044062,0.1246668857692929,0.1177911674121273,0.0124137110867484,0.0123931206280531,0.0012271463994112,0.0012044328091020,0.0001095577605788,0.0001124258609560,0.0000089957084568,0.0000095616333055,0.0000007193691167,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0001513180296668,0.0000094701048112,0.0000095525601495,0.0000005969572645,0.0000005919914008,0.0000000374885311,0.0000000371821573,0.0000000023224063,0.0000000023516205,0.0000000001449576,0.0000000001446841,0.0000000000090819,0.0000000000090379,0.0000000000005674,
3.2592246079118747,0.5227440006810918,0.5051747831398931,0.0644970681981690,0.0642840431503032,0.0066461804614669,0.0069240539544164,0.0006278318990381,0.0006459363484439,0.0000552243286670,0.0000576253228380,0.0000049727018456,0.0000046265491006,0.0000003782672211,
0.0019377311084103,0.0018378640831784,0.0018330185767367,0.0018795496077789,0.0019472502649553,0.0018397957165735,0.0017888948903561,0.0020000204505379,0.0019549197095876,0.0018843504563808,0.0017547602267346,0.0019753035698314,0.0017775115846072,0.0019217088822599,
0.0018209437121686,0.0016371476516648,0.0016486331106566,0.0017949276191775,0.0017243947000624,0.0017563569617305,0.0017704802221702,0.0017639466416504,0.0017678391643835,0.0016971365692600,0.0017875012205799,0.0016806305256182,0.0018293764510293,0.0017508449450877,
0.0020392103290007,0.0018577557898749,0.0018892649594823,0.0012472544927828,0.0012062161699626,0.0011199254747151,0.0010907934141505,0.0010684073517530,0.0012017499944572,0.0011146131113055,0.0010490430689845,0.0011726363126289,0.0011352803534146,0.0011007802503391,
