0,0
1,0
0.5,0
0,1
0,0.5
1,1
1,0.5
0.5,1
0.5,0.5
0,0.25
1,0.25
0,0.75
1,0.75
0.5,0.25
1,0.125
0,0.125
1,0.375
0,0.375
0.25,1
0.25,0
0.75,1
0.75,0
0.25,0.5
0.75,0.5
0.5,0.75
0.125,0
0.125,1
0.125,0.5
0.375,0
0.375,1
0.375,0.5
0.25,0.25
0.25,0.75
0.5,0.375
1,0.3125
0,0.3125
1,0.4375
0,0.4375
0.625,0
0.625,1
0.875,0
0.875,1
0.5,0.125
1,0.0625
0,0.0625
1,0.1875
0,0.1875
0.5,0.0625
0,0.03125
1,0.03125
0,0.09375
1,0.09375
0.5,0.1875
1,0.15625
0,0.15625
1,0.21875
0,0.21875
0.25,0.125
0.75,0.25
0.75,0.125
0.5625,1
0.5625,0
0.6875,1
0.6875,0
0.625,0.5
0.5,0.09375
0,0.078125
1,0.078125
0,0.109375
1,0.109375
1,0.625
0,0.625
1,0.875
0,0.875
0.5,0.4375
1,0.40625
0,0.40625
1,0.46875
0,0.46875
0.5,0.3125
0,0.28125
1,0.28125
0,0.34375
1,0.34375
0.8125,1
0.8125,0
0.9375,1
0.9375,0
0.875,0.5
0.90625,0
0.90625,1
0.96875,0
0.96875,1
0.9375,0.5
0.25,0.0625
0.25,0.09375
0.75,0.0625
0.75,0.09375
0.5,0.078125
0.5,0.109375
0.625,0.25
0.625,0.125
0.625,0.0625
0.875,0.25
0.875,0.125
0.875,0.0625
0.5,0.03125
0.75,0.03125
0.953125,1
0.953125,0
0.984375,1
0.984375,0
0.96875,0.5
0.75,0.375
0.8125,0.5
0.75,0.75
0.875,0.75
0.78125,1
0.78125,0
0.84375,1
0.84375,0
0.5,0.34375
0,0.328125
1,0.328125
0,0.359375
1,0.359375
0.5,0.28125
0,0.265625
1,0.265625
0,0.296875
1,0.296875
0.25,0.375
0.25,0.3125
0.75,0.3125
0.5,0.46875
0,0.453125
1,0.453125
0,0.484375
1,0.484375
0.5,0.40625
0,0.390625
1,0.390625
0,0.421875
1,0.421875
0.5,0.875
0,0.8125
1,0.8125
0,0.9375
1,0.9375
0.5,0.625
1,0.5625
0,0.5625
1,0.6875
0,0.6875
1,0.0703125
0,0.0703125
1,0.0859375
0,0.0859375
0.890625,0
0.890625,1
0.921875,0
0.921875,1
0.90625,0.5
0.125,0.25
0.375,0.25
0.75,0.1875
0.125,0.125
0.375,0.125
0.25,0.1875
0.5,0.21875
0,0.203125
1,0.203125
0,0.234375
1,0.234375
0.882812,1
0.882812,0
0.898438,1
0.898438,0
0.890625,0.5
0.9375,0.25
0.9375,0.75
0.828125,0
0.828125,1
0.859375,0
0.859375,1
0.84375,0.5
0.851562,0
0.851562,1
0.867188,0
0.867188,1
0.859375,0.5
0.820312,0
0.820312,1
0.835938,0
0.835938,1
0.828125,0.5
0.816406,1
0.816406,0
0.824219,1
0.824219,0
0.820312,0.5
0.832031,0
0.832031,1
0.839844,0
0.839844,1
0.835938,0.5
0.5,0.234375
0,0.226562
1,0.226562
0,0.242188
1,0.242188
0.25,0.21875
0.25,0.234375
0.75,0.21875
0.75,0.234375
0.5,0.226562
0.5,0.242188
0.25,0.28125
0.75,0.28125
0.5,0.265625
0.5,0.296875
0.882812,0.5
0.898438,0.5
0.90625,0.25
0.890625,0.25
0.90625,0.75
0.890625,0.75
0.894531,0
0.894531,1
0.902344,0
0.902344,1
0,0.015625
1,0.015625
0,0.046875
1,0.046875
0.878906,0
0.878906,1
0.886719,0
0.886719,1
0.5,0.203125
0,0.195312
1,0.195312
0,0.210938
1,0.210938
0.625,0.1875
0.875,0.1875
0.5,0.15625
0.75,0.15625
0.5,0.210938
0,0.207031
1,0.207031
0,0.214844
1,0.214844
0.0625,0
0.0625,1
0.0625,0.5
0.0625,0.25
0.1875,0
0.1875,1
0.1875,0.5
0.1875,0.25
0.125,0.375
0.914062,1
0.914062,0
0.929688,1
0.929688,0
0.921875,0.5
0.625,0.375
0.625,0.3125
0.625,0.28125
0.875,0.375
0.875,0.3125
0.875,0.28125
0.75,0.265625
0.75,0.296875
0.0625,0.125
0.1875,0.125
0.125,0.0625
0.125,0.1875
0.5,0.6875
0,0.65625
1,0.65625
0,0.71875
1,0.71875
