10,20,40,80,160,320,640,1280,2560,5120,10240,
-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-9.9999999999999982,
2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0635597939253785,2.1150769658197532,2.1317872623039875,2.1449210186474374,
3.2631667547358698,3.2682372372877313,3.2694481344447879,3.2697859370844120,3.2698896861474296,3.2699189514023459,3.2699250910504905,3.2699271156987000,3.2699276550889302,3.2699277866051419,3.2699278187582852,
0.0000242092954129,0.0000015307998347,0.0000001690923102,0.0000000197725059,0.0000000016947140,0.0000000001452775,0.0000000000086997,0.0000000000005845,0.0000000000000378,0.0000000000000023,0.0000000000000001,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.1339564536179458,0.2368826359146242,0.2693753230075205,0.3014877155923058,
0.0000248387603141,0.0000015624014259,0.0000001080609888,0.0000000091794726,0.0000000006972192,0.0000000000732478,0.0000000000037467,0.0000000000003476,0.0000000000000162,0.0000000000000010,0.0000000000000001,
-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,-10.0000000000000000,
2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,2.0000000000000000,
3.2631667547358689,3.2682372372877313,3.2695051613044814,3.2698221612415139,3.2699014124086312,3.2699212252743330,3.2699261784953815,3.2699274168009205,3.2699277263773250,3.2699278037714423,3.2699278231199824,
0.0000243536060666,0.0000015198274035,0.0000000955314044,0.0000000059915864,0.0000000003729629,0.0000000000234426,0.0000000000014549,0.0000000000000908,0.0000000000000056,0.0000000000000004,0.0000000000000000,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0000247574010328,0.0000015471243825,0.0000000976189978,0.0000000060421442,0.0000000003782026,0.0000000000240227,0.0000000000014683,0.0000000000000925,0.0000000000000058,0.0000000000000004,0.0000000000000000,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
0.0426095276276236,0.0427702619556952,0.0241036998898437,0.0229501840041810,0.0229407249115843,0.0227454564148011,0.0229486434220194,0.0227527164921489,0.0228550786030907,0.0228462540803505,0.0229772208818978,
1.1949347459554489,1.1895806185747275,0.0834171863338954,0.0060875089416498,0.0004612430130994,0.0000359644671628,0.0000027863465349,0.0000027457030225,0.0000002155016203,0.0000000161966536,0.0000000012371964,
294.7668473858123548,300.5991611981626193,263.8427389328285813,81.4671129560418734,13.6284479641781076,1.6274104609140314,0.1723469740521598,0.1698550074513045,0.0167667192385235,0.0013824774150154,0.0001199818254184,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0390145830797372,0.0391907483801370,0.0024370690953228,0.0001533303549068,0.0000095226409980,0.0000006003656340,0.0000000373927011,0.0000000374461481,0.0000000023383133,0.0000000001459827,0.0000000000090845,
11.9867484263838335,11.9001860146556382,10.2179512380891904,3.2457850731196132,0.5272268339508914,0.0654519895181141,0.0066200766041198,0.0064221553597767,0.0006572248371610,0.0000564033166422,0.0000045099809283,
0.1363944302309953,0.1357722589720656,0.1253195381414643,0.1244437200324407,0.1247355942827723,0.1246692104165733,0.1248948575508684,0.1247567443637770,0.1257155524332576,0.1239716882370314,0.1243345750006365,
0.1833761698562363,0.1825599106279619,0.0190662162040181,0.0019935498333231,0.0003081355300488,0.0001475587586424,0.0001337482871388,0.0001340447774138,0.0001330588451910,0.0001329497634762,0.0001321485750415,
27.6924985153630558,28.3434694021941489,15.6890185034554612,3.6502301722630492,0.5379218137466955,0.0578758732880096,0.0057744159098302,0.0060527551048875,0.0005117784594101,0.0000473664535737,0.0000037817784149,
0.0425643330196799,0.0427156333522382,0.0240731209707761,0.0228337984209593,0.0226991556571843,0.0227957734282675,0.0228487034875772,0.0228177008057517,0.0229066401075954,0.0228207240780038,0.0228265777542148,
1.2020270605118839,1.1979205019221566,0.1092458856758654,0.0116337968318384,0.0099627141163942,0.0100668116769117,0.0104683263524841,0.0105871687327795,0.0106615792538025,0.0106992345043613,0.0106903019759108,
299.8033712313763317,296.5786136660882448,486.6932746878469516,95.5405858055571144,0.8627873084937555,0.1779627853836627,0.1010729354629044,0.0365059279605053,0.0356021919198642,0.0356985667592528,0.0346804446817563,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0390056541051231,0.0390239788257341,0.0024359154879002,0.0000234261816288,0.0000012829890650,0.0000000661209312,0.0000000026877390,0.0000000001526830,0.0000000000094140,0.0000000000005723,0.0000000000000363,
11.5953210404325269,11.8254896138642955,21.1108671015251375,5.5521536226937487,2.5860979322090403,2.8866884969539930,3.0289732373794669,3.0479913476126717,2.8870198031627488,2.9417814163563647,3.0770803454903350,
0.1358525187740048,0.1354402693166863,0.1241017194216907,0.1235045591818523,0.1248034443892106,0.1245239543899682,0.1250875349050997,0.1241786202798913,0.1242552877479403,0.1248369560468962,0.1240940090248503,
0.1830788801724968,0.1818760881142648,0.0191821476789416,0.0031199118732809,0.0004051878652713,0.0001596063336457,0.0001359844641934,0.0001329198884409,0.0001318701882258,0.0001328579870849,0.0001316602792878,
28.1947782636666950,28.9332926112288433,17.5114389346059518,10.5693535628387814,8.8572439638214835,0.0047829340632367,0.0019608015386766,0.0001822610305511,0.0000022439043306,0.0000003445264281,0.0000000413009672,

