10,20,40,80,160,320,640,1280,2560,5120,10240,
-1.5000000000000000,-1.5000000000000000,-1.3750000000000000,-1.3455810546875000,-1.3361892700195312,-1.3339486122131348,-1.3334960937500000,-1.3333740234375000,-1.3333435058593750,-1.3333358764648438,-1.3333339691162109,
4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,
7.8128997919309970,7.8128997919309970,-16.6468957915310654,-16.6382127192871394,-8.9816989041628030,-5.0578648625226093,-3.3053013028210878,-2.9150119960806022,21.9518848936042410,24.9993220672067622,25.0083924450079884,
0.0080025660087357,0.0079260183005760,0.0005167966424118,0.0000182323624463,0.0000014914720170,0.0000000998839309,0.0000000062987777,0.0000000004376998,0.0000000000287470,0.0000000000017522,0.0000000000001115,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
298.5364825114654650,297.6195182682317295,202.3729087499878290,185.8225740022017760,157.1784491359141498,142.4370020365880407,125.0110560303544389,116.8787785595911117,5328.5049192411061085,1972.4625536876903880,2011.7663850390256357,
-1.5000000000000000,-1.5000000000000000,-1.3750000000000000,-1.3437500000000000,-1.3359375000000000,-1.3339843750000000,-1.3334960937500000,-1.3334960937500000,-1.3333740234375000,-1.3333435058593750,-1.3333358764648438,
4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,4.0000000000000000,
7.8128997919309890,7.8128997919309890,-16.6468957915310511,-16.6366074577013769,-10.5090206038264267,-4.3833729681222531,0.2105389984290612,0.2105389984290612,3.2730794936683241,5.1871521177031283,6.3355921487259979,
0.0079354711657742,0.0079897353597034,0.0005129033039267,0.0000322542823714,0.0000020357032181,0.0000001271849482,0.0000000079859100,0.0000000079439858,0.0000000004973124,0.0000000000309846,0.0000000000019403,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
299.9574116129883805,301.2469744958794422,201.1846059831217701,181.4255443870896443,149.4218205425626138,108.2207612876844394,70.7484898339739487,69.3035650486258135,44.3632796115916719,27.7310888377591560,16.1231879301796539,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,
0.1338544515299870,0.1332206355882797,0.1130855545912317,0.1121948137273105,0.1118738613012223,0.1109851158033096,0.1115869703255756,0.1117092148905871,0.1120801634654515,0.1117518240180646,0.1118310266608756,
0.2713499132188611,0.2715460767568785,0.0260951795816226,0.0025802057727515,0.0002501700211645,0.0000229093595280,0.0000019959768099,0.0000020334597243,0.0000001684225833,0.0000000136936737,0.0000000010980274,
11.4977474086676512,11.3985036820096912,12.0120630832460282,4.4860759145359168,0.8983164334266632,0.1129586199854900,0.0123139624278880,0.0124006106877921,0.0012336569756466,0.0001227695560395,0.0000083942392926,
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,
0.0389450233219193,0.0390410830582847,0.0024426218783839,0.0001522597651392,0.0000095372847545,0.0000005953045676,0.0000000374857310,0.0000000370759041,0.0000000023320593,0.0000000001461177,0.0000000000091266,
11.9100845654630749,11.6886717872383965,10.1335344864423949,3.2039844810995470,0.5262093741648259,0.0655359162566050,0.0068825575077636,0.0068566497633086,0.0006491547930713,0.0000557743857598,0.0000047729818847,
0.1276036823775157,0.1277297445600203,37.6698649513698811,37.6467316416397679,21.2179540720548445,9.4993294946284355,3.7849828635996068,3.7884145668178455,1.4399962834160775,0.5717513064292882,0.2698198689985982,
0.2821145370689114,0.2818223460092187,132.9195433626461238,131.8118628936058201,74.3018292524937607,32.7128790639108260,12.8579855498382489,12.9374677354495393,4.6216316796769705,1.5721471404298544,0.5118649909481172,
55.0915979539026424,54.6821828510879442,1105.5974319914062107,1074.1931682768556584,598.6199794111823849,274.4770026984501783,106.2209890134420078,107.2231792874013223,39.5017148572423409,13.3698999706733535,4.3212915019079574,
0.1325279845991171,0.1334852393216154,0.1129808078637656,0.1118283732433216,0.1121647617056025,0.1116953655083372,0.1115487693833448,0.1115935296000759,0.1113485170027340,0.1116114483097028,0.1122802144815386,
